run_date,row_index,source_asset_id,photo_url,predicted_pot_id,predicted_pot_number,ocr_match_variants,ocr_numbers_detected,label_crop_path,center_crop_path,full_crop_path,true_pot_id,true_variety_name,truth_source,truth_note,reviewer,reviewed_at
2026-02-28,71,AF1QipPq_BwQYcGRESnVbEXHxyGnNJyt8Hli_XP_F9Ww,https://lh3.googleusercontent.com/pw/AP1GczNAgyGShx_3KArN0_lXmTx4dkSio80OSY2ZPvnRRooO9oiNmaC86BeaV90YUU_XfmgKjMIH5ioLrgsFT5oyzsMfG85goZzb_mboc_3hZtR6aika3zpc,13T,13,0,"1,2,4,7,9,25,27",data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_13T_71_AF1QipPq_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_13T_71_AF1QipPq_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_13T_71_AF1QipPq_full.jpg,,,,,,
2026-03-01,104,AF1QipOhYJcCoCZr_58gSMaWN4XAB7M7uA5yv4FEuA96,https://lh3.googleusercontent.com/pw/AP1GczPTcsAZu0lK-Pijjpy3GtBMVo-JO_dGOQbw0kxmXDXal0_oYIM-QzOU6QOcYNzs2mtkuIb7J70-NkwQXvi9PinsAWCU5X5T_ZGs_p86wgHvBP_MmqzF,13T,13,0,"2,3,4",data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_13T_104_AF1QipOh_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_13T_104_AF1QipOh_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_13T_104_AF1QipOh_full.jpg,,,,,,
2026-02-28,72,AF1QipMuK-0SFRt7JtKjjIAyaaPCEmFimg0WCyLXDJ5i,https://lh3.googleusercontent.com/pw/AP1GczP4TiAdzWFzcMEmQSKsOcK_FIxTqsgqtipYLNtmurlsjs2-9hMkQ7oa1qcxOo24nlGNbG8zpcUsCdBbxBfcyUbX7QOFOGmuJ0yHWlCrYgVd3aIKUsLp,14T,14,0,"2,4,7,24,26",data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_14T_72_AF1QipMu_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_14T_72_AF1QipMu_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_14T_72_AF1QipMu_full.jpg,,,,,,
2026-03-01,105,AF1QipMftd2LaOGx35hX4kWjqA2BG7mi6NWiRccLjuvg,https://lh3.googleusercontent.com/pw/AP1GczOS6JzO2ZxgaFK0keMzu0Vmypi2yT4zT0BTTw14n6OQEPVCkHJ8TK-QBdtOS2yQFysdn1rEJMJ-v5TwdVHETLYRG3Nh4ObKaixPM0GRBnDON7m58RHD,14T,14,0,"1,2,4,5,6,7,8,9",data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_14T_105_AF1QipMf_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_14T_105_AF1QipMf_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_14T_105_AF1QipMf_full.jpg,,,,,,
2026-02-28,73,AF1QipPANAWdUHUA6Rb2gGxOnLzUlzrK2MW9Jxb-gwWa,https://lh3.googleusercontent.com/pw/AP1GczN52YRhIhvlyY5al0GkLisabuA1a_C8ptrZZ-QbMuuA30ohXdgMQUjqhnXyoKgHPMJvNEEdx3Mh5Y822LUFa9FJy7IpDezTjQs6b7jd9dDKjiz_M4MV,15T,15,0,"1,2,4,5,7,8",data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_15T_73_AF1QipPA_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_15T_73_AF1QipPA_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_15T_73_AF1QipPA_full.jpg,,,,,,
2026-03-01,106,AF1QipMlDWAyXeRWIe3KWeJCi6t9m4_wa4XmUhbO_AsK,https://lh3.googleusercontent.com/pw/AP1GczN9wdLvBgD3PsCRDXBceK8XdawCJwp9-wRcImKUTmT1ijnv4ArVRi9AlYtN5AUuij5Q2LKGVzAi3RdxfmhjNclBj63OqadreRLSVUWtl43Z4YJo9PeU,15T,15,0,"2,3,4,7,9",data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_15T_106_AF1QipMl_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_15T_106_AF1QipMl_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_15T_106_AF1QipMl_full.jpg,,,,,,
2026-02-28,74,AF1QipP2RYAT4X4c-NDudcJktwxOEUxql5rQeL15BA2d,https://lh3.googleusercontent.com/pw/AP1GczPI1bG4WygICv3uPG0--gTOkw1srdNTZ_-HGvoMiP5c8j14KHJKl3n3_Y7CmA4JoM-Kjkahbcd3mwpYwUt63h2JQTq_PFp1KEcqGQxx9ac3PWQTZrdu,16T,16,0,"2,4,7,20,32",data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_16T_74_AF1QipP2_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_16T_74_AF1QipP2_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_16T_74_AF1QipP2_full.jpg,,,,,,
2026-03-01,107,AF1QipOGPBWReL0e_Ykaa8eX7oI_w4OKFJDwkqSMMoKe,https://lh3.googleusercontent.com/pw/AP1GczNhqhQhpJI_BwlvAaAJ8XWlvlErPYaF9L0qib580Y4dyX2hpD3ISh0-4FPVaFl4rToCef_WWBD07AyqcDLGIxr1Ymg2Bapn5iwkE3wn5eBAAS3eQqBG,16T,16,0,"2,3,4,5,6,7,8,13,23",data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_16T_107_AF1QipOG_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_16T_107_AF1QipOG_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_16T_107_AF1QipOG_full.jpg,,,,,,
2026-02-28,75,AF1QipPt-NKTgu4l7exf9nLGOkV_cyNzDV83exVU6qIp,https://lh3.googleusercontent.com/pw/AP1GczMD9Xtp60Z4lZH9k1BOiw-9pIQwN7OA7DorrdClmz0e2-QbW5IBUauxaLHJdgepKEzqapXaASPXRsrot0w5NkaWUNvTIZjnqpwViBqEANj3OvNm-zki,17T,17,0,3,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_17T_75_AF1QipPt_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_17T_75_AF1QipPt_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_17T_75_AF1QipPt_full.jpg,,,,,,
2026-03-01,108,AF1QipPLCyDAleHo2_nt-__XsKFOIh2SjDXDR696Wmg5,https://lh3.googleusercontent.com/pw/AP1GczOSihJRk6XKh2pZWC29pvXivwtUClo-c75kChsLnFkvDTW7mo8WUlOvAKRKl9xgODqfaf-wmjHtYVqG70tdG2-sqorixdkKg5Yc7A7M8hAIC5A8QgW4,17T,17,0,"2,3,4,7,8",data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_17T_108_AF1QipPL_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_17T_108_AF1QipPL_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_17T_108_AF1QipPL_full.jpg,,,,,,
2026-02-28,76,AF1QipM3K_2eWKR3kFYVV0WlwN2N_K4-6RcdKO14KMcg,https://lh3.googleusercontent.com/pw/AP1GczNvZ5mZa0QC34fYB9VpJnRmLoTDmU_Elfl-MWrkr0Vg9GR8zYkdWJi4X5FY8qXUJDn5tm0khB7qLzXgWFZv0RHBHUNjwnraafXM-p5witHg2qduZF3u,18T,18,0,"2,7,8",data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_18T_76_AF1QipM3_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_18T_76_AF1QipM3_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_18T_76_AF1QipM3_full.jpg,,,,,,
2026-03-01,109,AF1QipOZiy5y7_33Jvu12eWe2DdZTMDPeaGKMf7H_tAj,https://lh3.googleusercontent.com/pw/AP1GczMSEjdZ-cSBa8Jm5aJc1dC5UMoFsmriG5Is9RtY5_xtR6vSyHlvWB4R03uz7RdONusKcs7IBJX2UwXXDax2HOCx1N98xeH0NeWSBSy_0_QhlsuADLh8,18T,18,0,"4,5,7,8",data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_18T_109_AF1QipOZ_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_18T_109_AF1QipOZ_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_18T_109_AF1QipOZ_full.jpg,,,,,,
2026-02-28,77,AF1QipNMQsEruJledTyWMij7GISvUPBwhasq7B0JWtMm,https://lh3.googleusercontent.com/pw/AP1GczMUsJ3MMwctsUX6z0FCsppSCdVFbczMLSuONaG36LvYqnOn58JIjF7IFENa-nwzImGSXBoxpgTP3W2mFhkjXl3BvTFKwq3okJV-84_QKoc2yTsaNDzh,19T,19,0,"2,4,5,7,9,16",data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_19T_77_AF1QipNM_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_19T_77_AF1QipNM_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-02-28_19T_77_AF1QipNM_full.jpg,,,,,,
2026-03-01,110,AF1QipNl9bjSllfGIMqq_I6YAGvLlwroxGMRRLQ9gbae,https://lh3.googleusercontent.com/pw/AP1GczMb8JAhzHMVjSLdirvE_FEWuwh9VaAdX_g6RycYhEftsD6FKVTDVa9HFxR4TGj8LubNscek2gMPeWzT-gUC7qaab4GUy3m4Ht-7EBwzOUuaakEO6n6n,19T,19,0,"1,4,6,7,14,21,23,37",data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_19T_110_AF1QipNl_label.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_19T_110_AF1QipNl_center.jpg,data/research/v1_6/ocr_recovery/manual_label_queue/2026-03-01_19T_110_AF1QipNl_full.jpg,,,,,,
